,text,label
699,nobel winner murad sheds light on yazidi genocide in talk,0
700,cross country dominates at aldrich invitational,0
701,faculty for inclusive community discuss vision for college,0
702,students recieve scam emails and phone calls disguised as pubsafe,0
703,new solar energy project proposed for bristol,0
704,mask off midd a college seniors take on romance amid covid,0
705,hurricane sandy brings sisters together in violet sisters play,0
706,stone walkways replace cowpaths,0
707,second black lives matter vigil exceeds first draws 500 participants,0
708,volleyball wins two then loses two,0
709,long lines at dining halls as students forced to take out laptops liquids shoes before entering,1
710,college braces for right wing speaker accused of homophobia,0
711,a 45th birthday present for the middlebury farmers market,0
712,mens hockey takes a hit,0
713,midd proud to be first college to accidentally accept a black student,1
714,public safety to install security cameras,0
715,the librarian is in audiobooks and ebooks,0
716,the lookbook london fog peacoat,0
717,pawing for purrrses handbags to be auctioned off to support humane society,0
718,burlington telecom deal nears joint venture 2,0
719,unable to vote non citizen students watch election with bated breath,0
720,donna the buffalo comes to middlebury friday ad,0
721,charter house continues a modified shelter program with state oversight,0
722,womens swimming and diving takes fifth as nescac hosts,0
723,college gets grant to fund discourse post murray,0
724,womens squash ready to rally,0
725,mens basketball scores back to back wins,0
726,student reflects on surviving sexual assault,0
727,on engaging with charles murray,0
728,the insiders guide to moving out during a pandemic,0
729,panthers off to the races ahead of middlebury carnival,0
730,fuel the people roodharvens joseph 22 helps found organization feeding frontline protestors,0
731,inaugural concert of fall 2020 features grammy nominated quintet,0
732,mens soccer lives life on the edge,0
733,bullets do not discriminate,0
734,college sunsets phased reopening model go snitch amid covid 19 policy changes,0
735,e lot college likely to restore some student parking adds more spaces elsewhere,0
736,midd students scramble to get home as covid 19 shuts down programs abroad,0
737,republican presidential candidate bill weld visits campus,0
738,parker merrill speech competition ad,0
739,meeting midd john schurer builds community through photo storytelling,0
740,as seasons change middlebury restaurants and cafes adjust operations,0
741,why hate crime laws shouldnt exist,0
742,boy accidentally speaks in gender class,1
743,golf looks forward to quick spring season,0
744,students excited to hear some of sean kingstons new stuff,1
745,why ethiopia needs free speech,0
746,welcome to the neoliberal arts,0
747,reel critic portrait of a lady on fire,0
748,guest lecturer talks about maternal attitudes,0
749,students of color face increased fear as presidential election comes to a head,0
750,field hockey takes bowdoin down,0
751,track and field battles through injuries as indoor season winds down,0
752,an ode to orgs new and old students get involved,0
753,showing up for racial justice sparks conversation at the marquis,0
754,campus conservatives divided over murrays upcoming visit,0
755,field hockey comes out of the gates ready to go,0
756,burlington telecom deal nears joint venture,0
757,two for two midds ncaa singles doubles sweep revisited,0
758,new outdoor spaces and student events are in store this spring,0
759,reel critic shutter island,0
760,first in class of 2022 accepted in early decision round,0
761,24 7 lib here to stay for now,0
762,nuance free speech and responsibility,0
763,the past is not a place for strangers beer and special collections,0
764,meal plan changes to be implemented next fall,0
765,sga passes midd day proposal,0
766,sex panther the sexy side of phase two,0
767,burlington high school shuts doors for fall semester after detection of hazardous chemicals,0
768,panthers win every set on saturday,0
769,what do librarians do when the library is closed,0
770,womens soccer like butter on a roll,0
771,shame and disability,0
772,wrmc spotlight come on feel the illinoise,0
773,please dont stop the music singing groups play the semester by ear,0
774,faculty punt on free speech,0
775,waiting for godot explores hope,0
776,activism in the nfl two takes on one issue,0
777,stonecutter spirits serves last drinks,0
778,dispatches from monterey,0
779,midd missed the mark calling for a humane sustainability,0
780,culinary colonialism,0
781,the bristol harvest festival a day of sales crafts music and pie,0
782,what if,0
783,tufts downs softball 2 0 in nescac tournament,0
784,your sga president an introduction,0
785,education studies professor talks new book through the fog towards inclusive anti racist teaching,0
786,football rallies in advance of amherst showdown,0
787,vermont taxpayers foot the bill for vice president mike pences vacation,0
788,former cra steve zatarain returns as new atwater crd,0
789,facilities department reflect on burden to staff seeks solutions as property damage continues,0
790,the one dollar market and its iconic owner celebrate 25 years in middlebury,0
791,students glad to see parents after five whole days separated,1
792,community council update 32,0
793,a call for supporting local businesses,0
794,faculty consider changes to college protest policy,0
795,students summer was good,1
796,cci inspired by trump campaign realizes they need to just give students tremendous jobs,1
797,a call to action middlebury its time to prioritize our mental healthcare,0
798,panthers refuse to give up seat,0
799,ptp,0
800,controversial burlington mural prompts debate over citys history,0
801,is our meat really so bad a meat lovers vegetarian apologia,0
802,track and field runs over competition,0
803,letter to the editor parent defends the local noodle,0
804,remote classes arent the same,0
805,student raises funds for dining staff bonuses,0
806,10 oclock ross and social spaces top sga agenda,0
807,despite losses womens basketball holds impressive record,0
808,memorable dishes series at bundle connects community with food and story,0
809,the librarian is in 35,0
810,virtue field house track converted to runway students to showcase the covid testing outfits theyve been planning all j term,1
811,bros lining up at parton after email announces free shots,1
812,administration places bulk order for neck braces in preparation for charles murrays return,1
813,field hockey defeats tufts for second consecutive nescac championship,0
814,womens tennis begins season winning streak,0
815,staff appreciation amy holbrook,0
816,new ip policy and committee unveiled,0
817,facing the covid 19 crisis,0
818,letter to the editor bravo to musical cast,0
819,pure xenophobia new ice policy evicts international students taking only online courses,0
820,proctor to supply a midd republican to each table for authentic thanksgiving experience,1
821,letter katy smith abbotts deanship,0
822,vt resident pitches safe haven for bears,0
823,middlebury rallies to support survivors,0
824,it wasnt me still best song ever,1
825,burlington school project tackles regional food insecurity for student youth,0
826,womens golf takes bronze at nescacs,0
827,riddim world dance troupe zooms in on hip hop kathak salvic folk dance and more,0
828,40th on 100th david finckel and wu han grace robinson hall once again,0
829,womens hoops knocked out in nescac receives ncaa bid,0
830,a strippers manifesto,0
831,quarantine self expression 2 a m haircuts,0
832,whats loneliness got to do with it,0
833,covid 19 presents challenges for arts majors senior work,0
834,rodney rothman recounts oscar win,0
835,diane nash talks lessons of civil rights movement,0
836,womens squash defends national ranking during home weekend,0
837,independence with caveats students explore off campus living during covid 19,0
838,strong 2nd half sparks a w for mens lax,0
839,first openly gay nba player jason collins named commencement speaker,0
840,alumnus streep wins 100000 journalism prize,0
841,dead creek teems with life on annual wildlife day,0
842,love loneliness and loss take center stage middletown meets middlebury,0
843,nyt reporter on the vw scandal corporate culture,0
844,soan department proposes split into individual sociology and anthropology departments,0
845,why im declining aeis invitation to argue and protesting instead,0
846,track field warms up in golden state ready to take east coast by storm,0
847,student nervous in lecture hall until announcement about emergency exits,1
848,baseball opens season going 2 1 in texas series,0
849,middlebury students take on remote abroad courses and international internships,0
850,sga weekly a time of changes,0
851,why the fork are people throwing dishes in the trash,0
852,middlebury dodges gop bills endowment tax,0
853,when voting in vermont dont half ass it,0
854,the community bias response team explained,0
855,sga presidential candidates debate at town hall,0
856,the not born this way project,0
857,universal pass fail puts grades before learning,0
858,carols nears closing,0
859,now is the summer of their discontent looking at the literary canon,0
860,balanced effort leads mens basketball past plattsburgh st,0
861,biden when is immediately,0
862,track field starts new year strong,0
863,football defeated at wesleyan 52 21,0
864,lets talk about sex please,0
865,dolci wows with veggie tales meal,0
866,middlebury shelters grapple with increased demand facing harsh weather,0
867,mens basketballs big dance cut short with second round loss,0
868,community council restructuring,0
869,midd alumna discusses success of nordic skiwear company,0
870,e2808bsnake oil and student loans,0
871,grappling with the list by the dmc board,0
872,on empathy and reporting its complicated,0
873,bartlett and arvidsson lead skiers at ncaas in steamboat springs,0
874,mens soccer remaines in control,0
875,hannah laga abram 23 wins this years ward prize,0
876,womens lax returns hungry for more,0
877,on the movies,0
878,the librarian is in 23,0
879,this week in sports,0
880,after a long history of suppression minorities still find barriers at the ballot box,0
881,pre season deer hunting event gives opportunity to young riflers,0
882,students enjoying annual reminder that everything beautiful will die,1
883,mens hockeys slump continues,0
884,gsfs alumni call for patton to respond to title ix changes in open letter,0
885,volleyball goes 2 1 at new england challenge,0
886,snapshots from evolution americas horror story,0
887,snow bowl rikert slash prices for students,0
888,mens golf comes up short at taconic,0
889,mask off midd right person wrong time,0
890,field hockey crowned nescac champions,0
891,mens tennis receives ncaa diii championship rings,0
892,contradicting past finding college asserts she protested murray denies profiling,0
893,nescac promotes mental health awareness week,0
894,optional pass d fail is community failure,0
895,sharp left paradise lost,0
896,snow bowl will continue ski school scholarship program next year,0
897,reel critic the peanut butter falcon,0
898,middlebury baseball ready for redemption,0
899,end of jv sports,0
900,middlebury moves to divest as part of new energy2028 plan,0
901,a plea to sensitize gun violence again,0
902,debate club sets records at championship in cape town,0
903,womens lax learns valuable lesson in loss to tcnj,0
904,the community relies on organizations like open door clinic and charter house how has covid 19 affected their practices,0
905,student run conference goes beyond metoo,0
906,balancing school and spirituality during the jewish high holidays,0
907,income tax policy and economic growth a lecture by andrew a samwick,0
908,womens soccer scores spot in final four,0
909,sga athletic affairs committee hosts march madness bracket challenge,0
910,secret life of a feb,0
911,reel critic transit,0
912,rocky start for mens hockey as they fall to 0 4,0
913,bringing the exhibits to life thursday nights at the museum,0
914,faculty bring the books back,0
915,college proudly announces end of transgender awareness week,1
916,opening doors starting conversations black is the body,0
917,the verb fondle used for first time since 1728,1
918,two neighbors reactions to mr rogers,0
919,patton forms new cabinet of senior administrators,0
920,dean of students doucet takes leave of absence triggering leadership adjustments,0
921,seasons end abruptly due to coronavirus,0
922,dont write off the peace corps,0
923,long awaited boba comes to downtown middlebury,0
924,a backcountry retreat at our burgin lodge,0
925,news in brief cci announces midd gigs program sga reveals donation matching campaign,0
926,beloved basketball coach russ lewis reilly passes away at 74,0
927,the ultimate news,0
928,mask off midd situationships are dead long live intentional connections,0
929,no 3 mens no 4 womens tennis teams start strong sights firmly set on national titles,0
930,breaking one student tests positive for covid 19 on second day of exit testing,0
931,former governors talk polarization at politics luncheon,0
932,news flash sga brings free digital newspaper subscriptions back to students,0
933,administrators discuss plans for fall semester systemic racism during virtual town hall,0
934,the pragmatic left,0
935,simple solutions for course registration,0
936,national champions look to defend title,0
937,shine a light on abhorrent ideas dont shovel them under,0
938,first years excited to discover that covid 19 cant spread on battell beach,1
939,long time postal clerk pamela sands dies,0
940,addison county horses pull their own weight in garbage,0
941,beethoven in the quarantine queue an unorthodox source of hope,0
942,listen up concert review u s girls and tune yards at higher ground,0
943,womens soccer scores fourth nescac championship in history,0
944,college confirms suspension of on campus classes,0
945,gun violence is a product of social illness not mental illness,0
946,commons review shows discontent in student life,0
947,sundance film festival shorts tour is nothing short of captivating,0
948,mens tennis heads into spring break undefeated,0
949,bruni gets frank about college life,0
950,dead creek wildlife day celebrating vermonts environment,0
951,monterey receives 4 5 million from developers estate,0
952,mens hockey splits away weekend,0
953,despite mammoth sweep panthers set to play in nescac tournament,0
954,admissions markets midd in a year roiled by economic downturn public health crisis,0
955,legutko still speaks to politics class after administration cancels public lecture,0
956,students eagerly await presidents statement on lesbian,1
957,finally production with an all asian cast spotlights issues of representation,0
958,justice dept opens probe into colleges ed practices,0
959,vt guard proposes waived college tuition,0
960,why we should all care about this weeks finale of the bachelor,0
961,middlebury reacts to red sox world series victory,0
962,mens basketball splits home weekend including loss to nescac leader colby,0
963,golf teams look to make noise in october nescac tourneys,0
964,spotlight on the south,0
965,more than just food tracing the history of the knoll from grassy hill to community haven,0
966,play examines workplace dynamics,0
967,in defense of an intersectional education,0
968,volleyball starts strong,0
969,a target on their backs mens tennis enters postseason as no 1 team in the country 2,0
970,college increases wages for some entry level staff positions following calls for higher pay,0
971,a personal statement,0
972,two middlebury residents to receive 2019 vermont arts award,0
973,faculty and curriculum changes for upcoming school year,0
974,football finishes fourth in nescac loses to tufts,0
975,dating with style,0
976,white allies asked to support eliminating white supremacy in curriculum,0
977,departing from tradition middlebury to use mail in voting for town meeting day,0
978,middkid mega project offers 100000 in grants for students,0
979,satan sees his shadow announces 37 more weeks of midterms,1
980,the librarian is in 7,0
981,incumbent wygmans clings to 10 vote lead in states attorney race,0
982,shirley temple and the optimistic orphan trope,0
983,students reflect on voting in two consecutive elections of a lifetime,0
984,college instagram campaign features sanctioned student protester reviving murray tensions,0
985,student athletes help middlebury become student voter registration frontrunner in nescac country,0
986,yoga on campus a welcome retreat,0
987,women finish third martinez wins 400,0
988,college says students were not safety risk students fear retribution from faculty,0
989,womens hockey triumphs with chilling win against connecticut college,0
990,concerned students of middlebury reevaluating middleburys record with black students,0
991,student government recommends changes to handbooks protest policy,0
992,38338,0
993,campus is vandalized with college labeled racist,0
994,mens tennis takes weekend vs tufts and williams,0
995,day declared officially over after pants taken off,1
996,vermont land trust responds to community needs,0
997,cuba blazye lead tennis,0
998,feb senators elected to sga,0
999,reflections on a service year at middlebury,0
1000,from baltimore to broadway hamilton actor visits campus,0
1001,letter to the editor 32,0
1002,soan class analyzes exclusion on campus,0
1003,contra khan a response to moss pushing false narratives again,0
1004,dont be fake,0
1005,rocket 14 moves to love town in a tesla,0
1006,mask off midd everything on a pedestal falls,0
1007,photos of the week middlebury field hockey unites in the flight,0
1008,field hockey wins third national championship,0
1009,volleyballs win streak is snapped,0
1010,introducing observations of an outsider,0
1011,a bun bakery by day italian restaurant by night a local couple to reinvent the lobby,0
1012,lets build an sga that cares,0
1013,a robust public sphere,0
1014,news in brief 2,0
1015,two candidates with college ties battle out states attorney race,0
1016,mens hockey team notches one in the win column against tufts,0
1017,j term musical brings color and light to town hall theater,0
1018,mens squash struggles on season ending road trip headed to c draw at nationals,0
1019,womens lacrosse falls in standings,0
1020,covid 19 exposes long existing patterns of student food insecurity,0
1021,i only go to proc says lone senior missing 100 days,1
1022,womens golf aims high and long,0
1023,nprs siegel talks trump role of media,0
1024,waking up in the galapagos,0
1025,pubsafe puts boot on student,1
1026,ben of ben jerrys arrested at protest,0
1027,middlebury suspends in person classes amid coronavirus concerns,0
1028,womens lacrosse comes from behind to topple conference rivals,0
1029,in favor of academic credit for internships,0
1030,students present work research at symposium,0
1031,declining balance can be spent in town this spring with middlebury money,0
1032,chat first cancel second,0
1033,womens hockey reaches nescac semis for 16th time in 17 years,0
1034,sun goes down on dalys time directing panthers,0
1035,old chapel provides update on common agenda,0
1036,national security expert talks russia investigation,0
1037,womens soccer keeps the streak alive,0
1038,why i organized the 1619 or 1776 event,0
1039,dogs and owners parade through middlebury at woofstock a walk for the animals,0
1040,students steal signs urinate in elevators and damage property,0
1041,sitting down with the new director of addison county restorative justice services,0
1042,students forced to make new shortcut to proctor,1
1043,womens tennis victorious over maine rivals,0
1044,school consolidation how did we get here,0
1045,snow bowl closes season for skiing opens season for sunrise photoshoots,1
1046,notes from the desk to prospies from the campus,0
1047,theo henderson 20 wins 15th annual tam trek,0
1048,the librarian is in 16,0
1049,reel critic atlantics,0
1050,cavaliers gm koby altman 04 talks life with the liberal arts,0
1051,werner christmas tree farm gears up for holidays,0
1052,an ode to wodehouse,0
1053,first trustee meeting addresses blueprint commons system changes student faculty relationship and more,0
1054,spring modalities proportion of in person classes to double this spring,0
1055,football notches season opening victory over wesleyan holds on to win 30 27,0
1056,middlebury foods in the spotlight,0
1057,cycling club hosts weybridge road race,0
1058,mens basketball is dropping bucket after bucket,0
1059,mens golf conquers dr tim brown invitational,0
1060,mens basketball splits weekend,0
1061,pee empowered shefly brings gender equality to the outdoors,0
1062,student political groups brace for election day aftermath,0
1063,how are faculty connecting with students during distance learning,0
1064,mens golf preview the boys are back in town,0
1065,jupiter quartet leaves listeners starry eyed,0
1066,bala loca makes u s premier at college,0
1067,new committee folds faculty staff student into budgetary process,0
1068,the final year of ask tre,0
1069,lizard animating trumps rotting body from within doesnt have another four years in him,1
1070,in search of air growing up dyslexic,0
1071,college revokes giulianis honorary degree,0
1072,farid noori 18 looks to blaze a trail with mountain biking,0
1073,biddy says shell just touch up the powerpoint ends up gentrifying your entire neighborhood,1
1074,booking it the color of magic,0
1075,middlebury responds to trumps daca threats,0
1076,patton to attend free speech conference,0
1077,baseball bound for battle at nescacs,0
1078,what will you do now,0
1079,middlebury hosts nescac swimming championships men place eighth,0
1080,ripton votes to leave addison school district,0
1081,midd gone wild new student environmental club takes to the outdoors,0
1082,take wellness off your to do list,0
1083,swimming and diving defeats colby falls to bates,0
1084,what makes us middlebury,0
1085,college hosts second annual women in tennis together workshop,0
1086,conservative op ed columnist champions american exceptionalism,0
1087,improvathon raises money for charter house,0
1088,departments unite in new center for the humanities,0
1089,i wrote myself in asa skinder 22 5 runs for high bailiff in vermonts washington county,0
1090,living with severe obsessive compulsive disorder,0
1091,sheldon museum takes on new projects after pandemic closes doors to public,0
1092,midd ranked 3 gay spot in vermont after burlington forest,1
1093,indoor track teams crack the top five in boston,0
1094,mens squash rounds out break on top,0
1095,new vermont law bans tobacco and vaping under 21,0
1096,letter from a non community member,0
1097,midd mastis baat cheet a success,0
1098,recent study reveals decline in vermont bird populations over the past 25 years,0
1099,joining forces with town middlebury repurposes resources and offers support,0
1100,a decade between asia and middlebury the story behind stone leaf teahouse,0
1101,notes from the desk a roadmap for the summer,0
1102,taking sex off the table,0
1103,meme opens middlebury environment for making everything that is,0
1104,the mammies of middlebury,0
1105,swimming and diving hosts green dot meet,0
1106,cfa becomes the mac and students ask why,0
1107,these classes will give you chills,0
1108,admin staff relations tested by health crisis,0
1109,prof designs sound for acclaimed movie,0
1110,local masseur charged with voyeurism,0
1111,photos of the week fans flock to fall family weekend games,0
1112,former dartmouth students accuse school of failing to protect them from sexual assault,0
1113,a failure of leadership,0
1114,a call to strike on march 31 a letter to faculty from students,0
1115,faculty retirement program the end comes as a choice,0
1116,notes from the sga president updates,0
1117,letter to the editor remembering thibault,0
1118,field hockey cuts it close in win over jumbos,0
1119,walking through middleburys past an intro to special collections,0
1120,chittenden brook hut to open in december for year round use,0
1121,ruby bowman 21 5 exhibits photo series behind her bedroom door,0
1122,hallquist presents progressive vision for states future,0
1123,the arts need real support,0
1124,the law should not restrict speech,0
1125,lost luxuries ancient chinese gold now on exhibit,0
1126,lessons learned on controversial speakers,0
1127,wilson hall so lit fire alarm is pulled three times,1
1128,crop hunger walk middlebury marches to fight food insecurity,0
1129,student teachers connect college and community,0
1130,five hot albums for a cold day,0
1131,the excellent mediocrity mediocre excellence of franz schubert,0
1132,a local guide to apple picking this season,0
1133,staff cuts loom as workforce planning hits critical stage,0
1134,count committee to aid census bureau for county wide enumeration,0
1135,security cameras to be installed on campus,0
1136,mens squash concludes strong season,0
1137,letter to the editor suad teocanin,0
1138,new title ix policy could upend college procedures,0
1139,cross country passes the competition,0
1140,feminist group hosts day of action,0
1141,student pens play about media and love,0
1142,staff undergo temporary reshuffling while students are away,0
1143,novelist katherine arden 11 on embracing the unknown,0
1144,it happens everywhere,0
1145,sga senators threaten mass resignation if administration doesnt meet demands,0
1146,mens lacrosse season ends at the hands of tufts,0
1147,1619 or 1776 hamilton forum on legacy of slavery draws protest,0
1148,white students for racial justice opposes charles murray,0
1149,write right on incentivizing violence,0
1150,student led zero energy team wins national prize for elementary school design,0
1151,with decision day on horizon high school seniors try to get a sense of midd remotely,0
1152,new dining initiative brings students faculty and staff together for meals,0
1153,womens squash defeated at csa championships,0
1154,porter hospital confirms addison countys first case of covid 19,0
1155,varsha vijayakumar for sga president,0
1156,orientation was a blast says middview leader to empty room,1
1157,a strange beauty understanding the octopus,0
1158,freefall explores family love strife,0
1159,executive pay and why it matters,0
1160,students embrace new bookstore system of not ordering books,1
1161,profs discuss slow campuses,0
1162,student kicked out of middkink for constantly talking about weird sex shit,1
1163,middlebury voted to divest now what,0
1164,notes from the desk an issue for an election like no other,0
1165,the economics of reproductive rights,0
1166,the librarian is in 43,0
1167,womens squash returns strong core adds new faces,0
1168,burlington international airport to receive federal funding to aide expansion,0
1169,mens lax season ends,0
1170,the librarian is in 25,0
1171,first year show masters intense content,0
1172,the 1vyg conference and first gen issues,0
1173,colby recieves extensive art gift,0
1174,mccluskey sets school record in 200 meter,0
1175,think vermont campaign aims to boost economy keep it local,0
1176,you are not alone,0
1177,onlookers ogle owls at annual quechee festival,0
1178,the need for more protests,0
1179,thibault lannoy 20 dies at 21 years old,0
1180,school of abenaki pilots first summer remotely,0
1181,post discusses free speech and inclusion on college campuses,0
1182,annual security report shows increases in crime,0
1183,community forums racial accusations and mirroring the enemy,0
1184,a piano masterminds college finale,0
1185,why murray should speak and we should go,0
1186,middleburys town meeting is on march 2 what should you expect,0
1187,career center hosts makers faire,0
1188,an invitation to reengage,0
1189,the crisis in iran an oppressive regime and its voiceless people,0
1190,the lookbook parlour salon,0
1191,student reports being the target of a racial slur on campus,0
1192,food fighters middlebury convenes for 50th crop hunger walk,0
1193,ruth hardy adapts campaign to the times in second run for vermont state senate,0
1194,we need healing not discipline,0
1195,students hold counter event to sander lecture,0
1196,city of angels recalls 1940s hollywood,0
1197,heading into gubernatorial election governor scott sustains as lieutenant governor zuckerman campaigns,0
1198,ilsley public library photography contest challenges community to look at middlebury through a new lens,0
1199,concerned alumni support the aaup,0
1200,two scholars debate race versus class based affirmative action,0
1201,on heating energy midd should take cues from others,0
1202,why i voted for christine hallquist for governor,0
1203,vision for vermont the green mountain states future,0
1204,new primary care facility intimately tends to patients,0
1205,womens cross country second mens third at ncaa regionals,0
1206,mens hockey on fire and ice,0
1207,womens hockey power moves only,0
1208,a vision for affordable housing addison county nonprofits consider tiny homes,0
1209,how we eat feeding 2500 students every day,0
1210,community council a semester in review,0
1211,second revival of parker merrill speech competition declares winner,0
1212,middlebury pranksters concludes spring season with stunning results,0
1213,coming to schumann with the heart,0
1214,a carnival for the books,0
1215,slg corner so what is the board of trustees anyway,0
1216,womens soccer dribbles toward victory heads to nescac semifinal,0
1217,2 0 set lead slips from volleyballs grasp as panthers fall to polar bears,0
1218,middlebury to hold delayed on campus spring semester remote j term,0
1219,dinners with love brings joy to patients and families in hospice care,0
1220,students took koch money to fund on campus lecture,0
1221,developing middlebury schools abroad announces fall program cancellations,0
1222,middlebury falls in u s news college rankings,0
1223,john schurer 21 wins sga presidential election in landslide victory,0
1224,our year in review,0
1225,why we are now arts academics,0
1226,dont be busy just to be busy,0
1227,varsha vijayakumar elected sga president,0
1228,renovated crest room now serves as lounge,0
1229,landslide lyndon robert caros accounts of a president with a penchant for showmanship and voter fraud,0
1230,dicks sporting goods bans assault weapons,0
1231,self care tips for a stress free semester,0
1232,all schools abroad in italy canceled due to coronavirus concerns,0
1233,performing arts spotlight dawn upshaw,0
1234,womens tennis plays well on home courts,0
1235,letter to the authors of why middlebury kids should choose macbooks,0
1236,womens tennis impose their will on home courts,0
1237,womens tennis blanks hamilton,0
1238,womens lacrosse caps weekend with two wins,0
1239,expert panel talks climate grief and environmental action,0
1240,cci hands out bootstraps to seniors struggling to find a job,1
1241,munroe hall to undergo long awaited renovations,0
1242,preconceived assumptions to fight against,0
1243,second annual spencer prize contestants talk privilege identity,0
1244,prompts for contributors march 19,0
1245,reel critic the whistlers,0
1246,volleyball hopes to continue winning streak in nescac tournament,0
1247,breaking study abroad office considers evacuating students from chile amidst widespread unrest,0
1248,some wisdom for beginning college,0
1249,security report reveals increase in some reported crimes,0
1250,womens hockey upset by nescac foe williams,0
1251,student unsure if college invoice email is phishing or not,1
1252,clubs during covid 19,0
1253,sports recap october 31 2019,0
1254,vermont department of corrections reduces prison population in response to covid 19 outbreak,0
1255,middlebury therapy dog arrested for selling xanax,1
1256,sex panther emergency contraception,0
1257,the show must go on julius caesar on zoom,0
1258,letter racial profiling by public safety,0
1259,baseball goes 3 1 against plymouth state and wesleyan,0
1260,neighbors together announces midd money match program,0
1261,athlete of the week erin nicholas 21,0
1262,mask off midd asking for what you want,0
1263,campus survey finds split opinions on the fall widespread covid 19 violations and mental health struggles,0
1264,six top finishes pace track and field at amherst spring fling meet,0
1265,elias takes over mens soccer,0
1266,inspirasianal voices,0
1267,burlington high school will relocate to old macys store in wake of toxic chemical clos,0
1268,the skinniest college in america,0
1269,midd students march for science in d c,0
1270,commons system to be eliminated starting next fall,0
1271,developing middlebury suspends programs in monterey abroad,0
1272,middlebury dancers find traction on revamped rec center floors,0
1273,this year lets close the turnout gap,0
1274,reel critic clemency,0
1275,senate to discuss impeachment of sga president,0
1276,prof researches acid mine runoff,0
1277,quicksand if gossip girl went courtroom drama,0
1278,track and field women place first men second at silfen invitational,0
1279,middlebury bridge and rail construction delayed temporarily,0
1280,rep kiah morris resigns amid slew of racial harrassment and threats,0
1281,first years starting to suspect citations might not matter after all,1
1282,science showcases at the symposium,0
1283,circumstance is not choice but community is,0
1284,student podcast blckgrlmgc discusses the experience of being a woman of color at a predominantly white institution,0
1285,opinion our dumb little magazine has gone live,1
1286,womens basketball struggles in maine,0
1287,volleyball off to stellar start,0
1288,murray visit raises questions for concerned faculty,0
1289,pair of jacks keep final four hopes in cards for panthers,0
1290,memorialization in cape town confronting symbols of colonialism and apartheid,0
1291,in defense of jeff byers,0
1292,students and administrators discuss restorative justice,0
1293,womens lacrosse advances to national championship,0
1294,in search of peace and justice,0
1295,spelling bee inspires laughs and tears,0
1296,hirschfield film series promises compelling diverse season,0
1297,its hard to tell them they cant hug their friends addison central teens navigates acting as a support system amidst a pandemic,0
1298,non denominational tree comes out as firmly bahai,1
1299,kagan and bermingham round out middlebury careers,0
1300,perspectives on student led public art on campus,0
1301,no more 24 7 library for finals,0
1302,football looks ahead,0
1303,on middleburys mission,0
1304,detroit 67 highlights race relations,0
1305,the kids are not alright,0
1306,some feb somewhere probably taking profile picture with orphan right now,1
1307,obama returns to beloved alma mater middlebury,1
1308,reel critic uncut gems,0
1309,dialogue in atwater dining,0
1310,hey be nice to the tabling person please,0
1311,divides and deliberation a report and invitation,0
1312,the problem with plastics,0
1313,womens soccer sails to national championship,0
1314,iso showcases midd worldwide,0
1315,wrmc 3 guys and their show,0
1316,mens hockey faces tough loss but overcome with big win,0
1317,college outlines criteria for retrieving on campus belongings,0
1318,student confident hell get into over enrolled biology class after emailing professor that he likes animals,1
1319,light a candle for will nash 20 today,0
1320,meet the press brings npr producer to give lecture,0
1321,iso show takes audiences around the world,0
1322,bookstore offers fair deal on textbooks,1
1323,okeefe promotes himself in uneventful appearance,0
1324,stem or shakespeare your move,0
1325,i cover the waterfront on finding bibles,0
1326,incumbents in vermont government largely prevail amid historic election turnout,0
1327,the bihall telescope a closer look,0
1328,mens soccer sinks trinity,0
1329,womens golf sub par in a good way,0
1330,distant but not disconnected zooming in on remote learners,0
1331,white nationalist propaganda found in library,0
1332,seniors present science theses,0
1333,members of hillel build structure for sukkot holiday,0
1334,direct democracy previewed this years town meeting day,0
1335,cocoon storytellers share revelations,0
1336,in isolation audio portraits from spring 2020,0
1337,sga voices support for minority students,0
1338,community joins nation to rally for mueller,0
1339,are instagram models really role models to follow,0
1340,the librarian is in cairo,0
1341,bandaloop soars vertical dance group stun and delights,0
1342,champions again field hockey thumps trinity 5 0 to claim fifth nescac crown,0
1343,we need accountability in executive pay,0
1344,sga institutes financial aid for j term workshops,0
1345,womens hockey prolongs winning streak after weekend in maine,0
1346,the reel critic hidden figures,0
1347,now that fomos gone heres what were missing,0
1348,keeping up with kim,0
1349,struggles at 75 shannon street,0
1350,american idiot dark and electrifying,0
1351,life outside the college bubble explored in new play,0
1352,what does it mean to be an activist at middlebury,0
1353,applicant pool reaches record high despite murray controversy,0
1354,a new computer science building rather an interim academic space,0
1355,after ncaa win mens tennis returns strong,0
1356,hope in middlebury for derailed construction project,0
1357,student organized symposium addresses global effects of settler colonialism,0
1358,mens tennis struggles over weekend goes 1 2,0
1359,womens soccer takes home ncaa regional title,0
1360,amy goodman of democracy now delivers lecture,0
1361,dmr and martinez highlight ncaas for track,0
1362,athlete of the week jackson hawkins 21 5,0
1363,mens lacrosse falls to 1 2 in the nescac,0
1364,womens hockey sweeps bowdoin,0
1365,reel critic shoplifters,0
1366,governors budget slashes disability aid,0
1367,college holds mandatory effective protest workshops for incoming febs sees low attendance at optional all student workshops,0
1368,womens squash full of fresh faces and even fresher wins,0
1369,local elections are in your hands,0
1370,the librarian is in 47,0
1371,hundreds attend annual maple run,0
1372,event opposing white supremacy packs wilson hall,0
1373,faculty vote in favor of students returning in the fall,0
